Id,Rate,Comment
478,10,"
This movie was surely one of the best titles I have ever seen. Gravity
WHAT? Mind blown. This movie takes one of the top favorites for me this year.
I have seen a few movies in 2014 I've really loved but I really can't
rave enough about Interstellar!!!Through the actors, visual effect artists and writers, the story plot
is fantastic. Nolan has outdone himself and there might not be a movie
that can top this in years. If you've ever wanted to go to space or
have loved NASA as a kid, you will want to go to space after this
movie!Being a weather geek I love space and time and science, no matter what
age you are, this movie is for you! Don't let those mixed reviews
confuse you, or people saying oh its going to be boring, you'll thank
yourself for going.
"
479,10,"
Christopher Nolan's films have always been ambitious, but never,
really, very moving or outwardly emotional. When compared to a
Spielberg, or, more recently, a J.J Abrams, his output can even be said
to be cold to the touch. Nobody remembers Inception for the Cobb-family
reunion, or The Dark Knight for the death of Rachael. Yet, with
Interstellar, Nolan and his brother bear their hearts and souls into a
science-fiction odyssey that, remarkably, feels as hard as it thinks,
and the result is astonishing, profound, majestic cinema.It seems fitting that Steven Spielberg would pass on the script, as if
it were the passing of the torch to a younger, fresher pioneer. The
script itself, though concerned with such heady, trippy ideas as a
'tesseract', 'wormholes' and a 'bulk' is, when boiled down, the story
of a father and his daughter. Crucially, though the events span through
space, time and dimensions, Nolan never loses grip of the emotional
crux of the film. The film opens slowly, and establishes the family
element very effectively. Cooper (McConaughhey) is a man out of time,
who, in the words of a disheveled John Lithgow, 'was either born 40
years too late or 40 years too early', someone who is not content to
keep his head down and simply survive in a dying, fascinatingly
Dust-Bowl-esque Earth. When the plot finally kicks in, we get the sense
of detachment, and the Nolans deal with the separation of Murph (played
in young form by Mackensie Foy) and Cooper with a sensitivity not seen
before. Here, Nolan is pushing his own boundaries with the human
elements. At times, he grasps too far and the film strays into
self-importance, what with the overtly preachy 'love transcends time
and space' shtick. Even so, the raw emotion at play here is
impressively complex and layered, and works brilliantly when spliced
against the exploration, saving all of mankind stretch of the second
and third acts. Such faltering moments lose their significance when
there are so many truly great (not blockbuster great, great great)
scenes and stretches. A sequence demonstrating the effects of
time-dilation through a series of earth-bound messages presents the
film's humanity and brilliance perfectly, and also shows how
McConaughey deserves a mention come Oscar time.Of course, the spectacle on show is unlike anything ever seen before,
but Interstellar is surprisingly light on action set-pieces. Indeed,
the November release date and lack of a showpiece sequence suggests
that perhaps Chris Nolan is attempting to move away from the 'big
blockbuster' label that The Dark Knight trilogy has perhaps tagged him
with. That the film remains compelling throughout the mammoth running
time is testament both to the writing, and certainly the magnificent
cast. The script, whilst also handling the human drama with sensitivity
and a beautiful simplicity that lends the film its immense,
tear-jerking emotional power, it also explores the science and 'big
ideas' with skill and tons of intelligence. It obviously helps that
they had Kip Thorne to help them, a leading scientist in the field of
black-holes, time relativity and 'fifth dimensions'. It certainly works
in their favour, as whilst the science is laid on thick, it never
hampers the experience itself, but rather, it adds another layer of
intrigue to the events. If anything, the confusion adds to the
bewildering, beguiling third act, which is, in terms of pacing, plot
and character, the strongest of the film, where Nolan dares to answer
most, if not all, of the questions he asks. It's a bold move, and one
that truly brings a feeling that Interstellar could be his masterpiece.
The work of his cinematographer, who's previous work on Her and Tinker,
Tailor, Soldier, Spy was also superb, lends the film an almost
indescribable beauty, and awe-inspiring sense of scale. It is, perhaps,
the best visual representation of space ever created, and definitely
earns the right to be considered against the mighty sci-fi classics
2001: A Space Odyssey, and Blade Runner.This holds up in terms of casting, which is perhaps the strongest Nolan
has got to work with so far. Matthew McConaughey continues to astound,
but here he shows a masterful restraint, and is thus the perfect
leading man, oozing charisma and charm, but also an emotional
restraint, anchoring the visual spectacle and huge narrative
developments and reveals. Michael Caine is finally given a genuinely
important supporting role, with a disquieting performance of the
scientist who leads Cooper 'into that good night', and provides a
substantial amount of the film's issues and dramatic tension. Hathaway
manages to be likable in perhaps the weakest role, and her relationship
with Cooper brings further depth. It is, however, Mackensie Foy's
chemistry with McCoanughey as a young Murph that shines, and she shows
superb control and maturity in the key role that forms most, if not
all, of the film's emotional power. Bill Irwin lends his charming voice
to TARS, a fascinatingly designed robot, who's interplay with
McConaughey completely charms. This is just one of many little
surprises littered throughout a film of joyous innovation and
inventiveness, but one that never loses grip of our inherent humanity.
"
480,10,"
Nolan(director) did a great job. I have never seen such a movie before.
Initially i thought its like gravity movie but it way beyond that. Very
good concept of time, gravity and 5dimensions are explained. Its a kind
of movie. Have seen it twice.Story depicts the earth is going to destroy in future and how some
scientist tried to settle down in different planet. That planet is
beyond our solar system, if fact, beyond the Galaxy. concept of
black-hole also explained.If you are missing this movie then you are missing a lot i must say.It explains how we all dependent of gravity, Also the very interesting
fact- One hour in some planet equals to seven year in earth. It means
if a person stays in other planet for 4 hour, he is 28 years old in
earth. Likewise the daughter of actor was much older then his father in
the movie.
"
481,10,"
I just love this film. The director took the right way to express all
the idea. If you love the science, you will love this master piece. The
actors are just beasts, Matthew McConaughey has shown all of us that he
is a really good actor and I am so happy that he took this way and this
plot in his career, because it's just amazing. The way that the film
explains the relativity and the space-time is brilliant, and the end
it's just shocking. I just have good words for this film. One of the
best things of this master piece is that make us reflex about all the
future and if there is a possibility to find another planet to habit.
Totally recommended.
"
482,10,"
Cooper, in an urgency to save the human race from the dying earth,
leads the team of top scientists to explore a wormhole that is made
possible to find a new planet for humanity. Not only does he have to
decide to leave his family behind, but he has also to make many hard
decisions in the fight against the deceitfulness undermining the
journey.I was compelling by several tag lines that pop up several times at
appropriate moments throughout the movie. The movie moves forward at
right speed with the plot which is well organized and keeps generating
new curiosity with twist and turn from start to finish. The movie was
interesting and full of scientific ideas on the most fascinating
concepts of gravity, space, time, and dimension. ""What would you do if
you traveled back to the future seeing everyone you knew getting old on
the world that you just left a few years ago?""It is not the ghost that is speaking to Cooper's daughter. You would be
surprised to find out the one who was trying to talk to her. This is
not a fight against an evil force from the outside world. The movie is
a race against time and space using human intellectual, courage, and
love to save human race. For this movie: a moment to watch, a lifetime
of memory.
"
483,10,"
My first favorite film... never had one before!Obviously a few sentences can't do this film justice; its a true
diamond in the manure pit of remakes that Hollywood just keeps pumping
out.Its a compelling story if you're into sci-fi and space exploration. If
you're a fanatic-- then this is wet dream. The film is even more
beautiful than the trailer-- unlike many recent releases!The emotional impact took me by surprise. The emotional range of so
many films today is so low its almost like trying to discern a symphony
through a tin can. Not so here. I FELT the excitement, grief, anger, of
each character quite starkly. The film wraps up beautifully-- no
spoilers here. Just want to let you know that I found it very
satisfying.If you go see this in true 70mm IMAX you're going to be in for a treat.
Some of the most stunning space sequences are in full IMAX resolution,
and it is possibly the most immersive experience available to date.
"
484,10,"
This is my first review on IMDb and I am really excited to write it for
this particular movie.First I want to say that you have to see this movie on IMAX and no
other way! For me, this is the only way you can enjoy the movie
completely.INTERSTELLAR was a beautiful masterpiece. I am no huge sci-fi fan but I
have seen my fair share of sci-fi movies. I can safely say that this
one makes the top of the list. Christopher Nolan has created one of the
most amazing scenes I have ever seen - scenes that will make you feel
like you're part of the story. Prepare for a visual mind-blown.As to the sound - it is amazingly impressive. The music is by Hans
Zimmer so that should be enough for you, he is pure genius. Then there is Matthew McConaughey. An actor whose roles were not that
impressive in the beginning. An actor who did mostly romantic comedies.
For the past couple of years McConaughey managed to turn that around
and create some amazing characters which made me realize how talented
he is. To me INTERSTELLAR is the peak of his acting career. After
seeing him in the role of Cooper I cannot imagine any other person
being able to influence me the same way. McConaughey uses his
extraordinary talent to show us some ordinary human emotions. And he
does it in a breathtaking way. Of course the other part of the cast did
a great job as well. Anne Hathaway did a powerful performance. So did
the incredible Michael Caine.I won't say anything about the story so that I don't spoil anything.
Just go to the nearest IMAX theater and enjoy it. It's a genius
creation of the Nolan brothers. I can assure you it would be an amazing
experience.
"
485,10,"
After seeing this movie I felt like I had been scuba diving for 3
hours. Probably because this movie is literally taking your breath
away. It's the kind of movie that takes you in a thought suspension
that lasts for days after seeing it. The story uses understandings from
science that are just incomprehensible for a common human being. These
sciences will only be comprehended by our children's children. Just
like we now understand the world is round instead of flat and rotating
around the sun.This movie is a work of art. It jumped into my top 3 movies of all
time, joining the matrix and inception. I just love thought provoking
movies that pushes the limits of our brain's capacity.
"
486,9,"
Interstellar is one cinematic journey you will not forget.For years,
maybe forever. i am not trying to sell this movie, but this has been
one of my favourite movies to watch.It is a must that you watch in on
the big screen. This movie shows you how to make a proper science
fiction movie.It satisfies your curiosity about the meaning of
""infinity and beyond"". Nolan showed his magical talent, that he was not only making this huge
ideas interpretable on two and half hours movie, but also to make us
connect as a viewer with the movies. The Cooper family story is a one
firm stand for the storyline. They made us felt something, the same as
what Nolan wants to create in this movie, which is the meaning of hope
for the human kind. The scene where Cooper cried when he watched his
son's video,was very moving,and deserves an award winning. He was the
right choice for this movie. Anne Hathaway, a stunning performance.She
was into her character as a struggled Amelie. Mackenzie as little Murph
awes me, she was like the gems in this movie. The other line up was
very special. I could go on about all the actors but you should watch
it yourself to know how amazing these actors are. Interstellar leaves you with lots of big question about our space, out
there, a mystery that we eager to solve.It is about life after all. At
first i think that this movie was very big , but to think again, the
visualization of this movie was just very little compared to the real
interstellar that was only God that knows all about it.It was a
beautiful imaginations that made us realize that we are very small, and
the fact that we enchanted so well by this movie, was a boomer for us
that probably this is the only chances for us non NASA people to
experience the best movie about outer space. Another thing, which is very spectacular and actually the key of this
movie, is the music.They know when the right time to play the score,
and when not to play the score at all-instead leaving us with this
gripping silent that made you chill out of your nerves.It probably not going to be everyone's favourite, but i could assure
you, this will be a new cinematic experience for everyone.An
interstellar journey.
"
487,10,"
I believe that the film did more than enough justice to the science
fact/fiction part of it. With this movie, Christopher Nolan tried to
answer some questions that science is yet to. The transition form fact
to fiction was seamless. Even though some of the sequences in the movie
are open to scientific debate, they are simply beautiful - visually and
emotionally. As far as the story goes, I could care less as the
stunning visuals and great background score more than makes up for it. For those who are not fully satisfied with the story, I can understand,
could be because of a very high bar set by Christopher Nolan himself.
However, Don't let it hold you back if you like Nolan's movies.If you're gonna watch it, watch it in IMAX. ﻿
"
488,10,"
it is the best movie in the world, the best of the best. the best movie
i have ever seen in my entire life. i don't know what to say i love
this movie so much. love the relationship between the father and the
daughter, you see how they love each other, about Copeer he is a real
hero he did it for all humans to survive Matthew McConaughey was
PERFECT in acting i think he was the best of the actors in the movie.
love the music it makes you fell like you are really inside the movie.
the black hole and Wormhole were Amazing i love the whole scientific
things. OMG thanks for the visual effects & music. the best Actors &
Director really thank you
"
489,8,"
Simply Awesome....It was emotional,aspiring and visually dynamic......I think i haven't seen any movie this visually spectacular other than
Gravity...every piece is just brilliant.The acting, the music, the
effects, it was all in one.Best of 2014.Nolan brings the whole space on the earth...i don't know how he gets
these ideas but whatever he does,he does real...He is,in my eyes(at
least),undoubtedly most skilled movie director on the planet,Only one thing that I wasn't able to wrap my head around was the
concept of Black hole but it's acceptable coz it's a movie and we watch
it to enjoy and becoz of that concept it leaves us all heart- warmingly
emotional.It was a great movie but wasn't the best of Nolan.I still think that
the Inception is the best sci-fi movie ever made because of the story.Overall, it was a nerve-racking adventure which only Nolan can pull
off.
"
490,8,"
I feel that movies these days don't immerse you into the story and
setting like the older movies. So when i heard the basic plot and high
reviews of this film i thought this movie might just take me there. To
start with the positive it had a very imaginative script/story and the
scenes of Mcconaughey were very emotional and touching. The problem i
have with this movie is that it repeatedly pushes reality more and more
and more to the point where it's kind of hard to stay with whats
happening. It ended well but it doesn't make any sense how you end up
there. Also there is a mystery character 2/3 of the way through the
movie that was completely pointless sub story that pushed drama for the
sake of drama. I like the idea in which this character entered and the
actor who played him but for what transpires he might as well have just
stayed out of the movie. Still a solid movie but i wasn't left in shock
by greatness like some viewers have reported.
"
491,10,"
This film is brilliant. I saw it at Southampton IMAX - I had hoped it
would be in 3D but sadly it was not. That said, there were moments
where the cinematography literally had me feeling like I was floating
through space.As a qualified Physics teacher, it was really interesting how the film
managed to bring in relativity and macro- physics in a way that, whilst
stretching the imagination a little and taking a leap of faith in
suggesting there is an answer to today's unified theory conundrums, not
only made sense, but tied in completely with the bits of modern
accepted and theoretical physics that it used.The film also also used a very clever visualisation of a particular
concept, not only to try to make sense of it, but to provide a link to
the story which gave the whole film a sense of completeness and a
cracking story in one film - something sadly lacking in the current
spate of franchise-driven, often book- splitting trilogies that seem to
make up the majority of today's blockbuster movies. The method used to
visualise this took me a while to appreciate, but on reflection, I
truly believe it was the best - if not only - way to present it on a 2-
dimensional screen.I can recommend this film to everyone. I think the physics is explained
well enough in the film that is should be accessible by most, at least
enough that the movie makes sense... For those who have more of an
understanding of relativity and the effects of gravity, it is an
interesting and faithful journey. Matthew McConaughey is brilliant and believable, the juxtaposition of
the rural location where the film starts (I think mid-Texas) with the
technology and knowledge required for space exploration works very
well, and I don't know if it was deliberate, but the corn-fields were,
to me at least, a subtle and welcome nod to past extra-terrestrial
films where little green men emerge from the foliage...I don't want to spoil anything for anyone but I don't think anyone
doesn't realise this film incorporates journeys/a journey into space...
Let's just say one or more of the passengers on board bear a startling
resemblance to certain features found in 2001: A Space Odyssey. As a
pretender film buff, that homage did not go unnoticed and was a welcome
token of appreciation for an enduring critically acclaimed movie -
something which Interstellar may well in time, become itself.This film is one of the biggest films of recent times. It is unusual in
its brilliance, subtle in its complexity, and fabulous in it's ideology
and psychology. If you still have the chance to go and see it on the
big screen, stop thinking about it and go see it - on the biggest
screen you can find.
"
492,6,"
It's not too often that I hold my recommendation for a movie based on
its music, but sadly for ""Interstellar"", directed by Christopher Nolan
this was the case. The music in a good deal of the movie is so grating
and batty that I could not concentrate on the movie-watching, a total
distraction and disappointment. It was like a crazed clown playing
chord sets on an organ. Had the music been not so obtrusive I would've
given the movie a 7/10. It runs too long and needed to be edited down
especially at the beginning. The movie is not lacking ambition, and
Nolan endeavors to deal with interesting science fiction and science
phenomena. McConaughey has been in the better ""Contact"" years ago, so
is no stranger to science fiction. Hathaway tones down her role while
Michael Caine's character is quite annoying - (spoiler) his death bed
gibberish monologue was incoherent and difficult to understand. Mixed
6/10
"
493,10,"
I was once again surprised by Nolan's imagination. He brought a space
travel movie to a new level, a level so excellent that the majority of
the audience won't understand all the details in this movie. There are
some flaws in this movie, but they can be ignored by the visual effects
of black hole and wormhole...etc.Matthew Connelly is a really good actor, he totally covers other actors
in this movie...honestly..umm. Matt Damon doesn't really have a chance
to show his talent.Few tips before you watch the movie: Google the basic information of
black hole, wormhole, five dimension...etc. if you wanna go further,
google Einstein's relativity and deeper information about Gravity. :) I
googled them and felt better when I watched the movie.Anyway, a good movie does not please the audience by its entertainment;
it is honored by audience who are willing to think.
"
494,7,"
First of all prepared for a movie which is more than 2 hrs and 45
minutes long which takes a lot of patience to go through. I don't remember which movie was as long as this one is.Coming to the movie, a pickup truck runs like wild elephant even when
the tire is flat. Great!Imaginations have run wild and physics have taken a beating...when
people are in some other space..how can they walk, talk and breathe
even when they are in open!?A big ocean with mountain high waves crashing through a man made
spacecraft and the same passing under Saturn rings....pure fantasy.Good to pass time in the winter when nothing else better to do, just
have a big tub of Popcorn handy.
"
495,10,"
The movie is filled with science fiction but well everyone loves
science fiction movies right? this movie is very extraordinary because
the time loop in the movie makes the movie the best science fiction
movie ever.The movie is very emotional as well- leaving a person
telling you'll return and not coming for years is not a joke and well
when you do return being the same age is a mystery.The best part in the
movie is the coding of the watch.the movie is rated 10 by me because- i
really loved the characters and the way the have played their roles
which suited the totally. The movie shows the strong love between the
daughter and the father which is amazing. This movie definitely
deserves to get an Oscar.
"
496,10,"
If you want to nitpick scientific inaccuracies in Interstellar, you'll
surely find some, although you'll probably have a harder time than
usual in sci-fi films. But hey, if nitpicking is your goal, you
probably shouldn't see it at all.This movie is all about going beyond. Daring to try. And in this goal
it's inspiring. The cast is amazing, the story is deep and sensible,
and everything is grand, beautiful and awe inspiring. If you can, watch
in IMAX or something like it: the sound is perfect and helps the
immersion.It's hard to review this film without giving something away, so I'll
stick to this: a lot of people are criticizing it just because it's
""cult"" to dislike the popular, and Nolan IS, despite not giving a damn,
popular. But there's a reason for the ""cult"" around it's movies:
despite being far from perfect, Nolan's pictures don't underestimate
the viewer. They don't fall short of what it can be: the director don't
measure the audience by the ""average man"", he challenges this man to
struggle with something more complicated and leave the theater pleased.I watched this with my wife and my mother, and the latter had some
trouble with the technical part of relativity and especially the
ending. But even she came out of the theater aware that she saw
something special, and curious to find out the more obscure parts of
the plot.I'm pretty sure in 30 or 40 year we'll be remembering Interstellar with
a similar nostalgia that we reserve now for 2001. It's a bold
statement, I know, as are Nolan's pictures.You owe it to yourself to watch this.
"
497,8,"
movies starts at a slow pace at times i got bored but it is all
connected u can't even skip a single scene and u will be blown away in
the end.all the actors were equally good expect for Matt Damon i thought his
role was wasted but Mathew hats off man u really deserved Oscar. as far
as direction is concerned u know what Christopher Nolan does it's
always a master piece.movie could have been a little shorter i got hell tired after coming
out of cinema.if u r a fan of science fiction u will definitely love it.
"
498,8,"
I can't help but miss the early days of Christopher Nolan's work with
the likes of 'Memento' and 'The Prestige' where his movies were purely
mind-blowing, incredibly original masterpieces based purely around
story. His Batman trilogy was astonishingly brilliant in it's own way
and 'Inception' combined an amazing story with stunning visuals. With
'Interstellar' though I feel he's gone too far towards relying on the
visuals and not enough story driving it along.Don't get me wrong, there's a story there, but it doesn't feel original
enough by Nolan's standards. The 'space mission to save Earth' thing
has been done and whilst admittedly Nolan puts his own twist on it, it
still can't be saved from feeling like we've seen it all before (some
parts even as recently as Alfonso Cuarón's 'Gravity' just last year).I wouldn't say the near 3 hour run time flies by, but Nolan paces his
films so well that he can still get away with a much longer run time
than others. 20 minutes probably could've been shaved off this one
though to be honest.It's Matthew McConaughey's show from start to finish and we all know he
can carry a film. He's as charming as ever and really shows his
emotional range at times too. He just seemingly can't make a bad film
at the moment. Anne Hatheway on the other hand was a real let down for
me. After being absolutely brilliant in Nolan's 'The Dark Knight Rises'
as Catwoman I hoped she would equally blow me away in this one. It
wasn't to be though. I felt she was flat and almost complacent in the
role. The rest of the cast are strong in their performances without
anyone stealing the show.It's tough to hold films like this against Nolan. He's got the budget
these days and God knows he's earned it. Whether we'll ever see films
like 'Memento' from him again remains to be seen. But what I really
hope is that he doesn't fall back and become reliant on the big budget
carrying his films. I really do trust he's better than that. What
project he signs onto next will be very interesting indeed.
"
499,7,"
I consider myself a sci-fi fan. This film had pleasant and unpleasant
surprises. For one, the fairly-well established backstory seems to
indicate this film is set some time in the future. The set, however, is
remarkably devoid of any futuristic devices and improvements at all. A
farmhouse from 1975. A Dodge Ram from 2000, and a NASA spaceship from
way in the future?? Everything on the set is from present day, every
car, building, laptop, and with the amount of books in Murph's bedroom
the set almost seems to be from the past. I mean what kid has any books
today, much less in the future? This kid has a library in her room.
That disparity was a bit of a disappointment. Pleasant surprises
included the cast for me as I had no idea Michael Caine or Matt Damon
were even in the cast. This is EASILY McConaughey's best work and the
only other work he's done I enjoyed as much as this was A Time to Kill.
There is a scene with Matt Damon that absolutely scared the poop out of
me and everyone in the theater. Fantastic production with no expense
spared. And other than the ""threat to the planet"" theme and absolutely,
shamelessly STEALING a scene directly out of Event Horizon, this film
scores good originality points (although I think I've seen a Twilight
Zone with a similar theme) Last unpleasant surprises include Anne
Hathaway and her acting. She has the acting depth of Daphne from
Scooby-Doo and I dread seeing her cast in anything. Overall there is
just too much overall in this movie. Its like Indiana Jones meets Star
Trek as the protagonist overcomes insurmountable challenges too often
and too frequently. The soundtrack is loud enough to wake the dead and
that always seems to be a crutch to give impact to weak scenes. It's
not needed, the scenes are not weak. They are intense, often too
frequently, and the loud sound is unnecessary and undesirable. The
resolution is original, but VERY unbelievable unless you're 9 years
old. It REALLY puts the FICTION in science fiction, which was
disappointing since the gravity of the problems on Earth and the moral
and ethical questions pondered in the film would be lost on a 9 year
old - so why the Saturday morning cartoon ending? If you're going to
make a film for adults, please make the entire film, including the
resolution for adults. I can handle it I promise. Lastly, there is a
bit of the ADD scene hopping I first noticed in Oculus. Just stop. Stop
doing that forever. The flashing back and forth between a farm and
another galaxy with the speed of a music video only insults me as you
clumsily attempt to beat me (your viewer) over the head with your
sledgehammer of juxtaposition. Please stop making films for morons. If
they can't figure it out, they'll never miss it, but its getting
borderline offensive for normal IQ patrons. For all these reasons I
gave this movie a 7. MY GF is not a sci-fi fan and did not like it. I
better qualify that as a 7 for sci-fi fans only!
"
500,10,"
I went to watch this film with high expectations following Nolan's
constant highly respected films ever since Memento. Insomnia was good
but Memento took it up a notch. This takes it to the next level. The intensity of the story that unravels, twists and turns promises a
great cinema trip. The CGI was believable and awe-inspiring and the
acting was faultless. What ever you believe in Interstellar is not what
you expect. In my opinion this is an instant classic and for me will
remain one of the greatest movies I have ever watched. Highly recommend
for cinema goers, and IMAX will just take it to a new level of cinema.
The score was hauntingly beautiful and produced differently to Zimmer's
previous scores. This one's for the history books.
"
501,10,"
Never been surprised that it is a perfect but already know it had to be
because OF the attachment of the MR Perfect involved. as we all
Christoper Nolan have a history in relationship with Sci-fi movies but
this one take over all of the previous. as history show every movie
breaks the record of the old one.he is running the whole show alone. As
for the movie it is the most amazing approach some one every made on
galaxy and spaces.star cast was amazing for me it is 10 out of 10 in
all accepts. am going to watch this movie again .....lol waiting for
blue-ray to be in my perfect movie collection family.on top of that i
love it
"
502,10,"
I have been a cinema lover for years, read a lot of reviews on IMDb and
everywhere, and never found the right movie to write my first review. I
always thought I would wait for THE movie.And this is IT!When I first heard that Nolan was preparing a sci-fi movie, I felt like
a kid again, waiting for his Christmas gift under the tree. I knew it
would become a classic. And I'm sure it will.First of all, it is incredibly beautiful to watch. Honestly, it was so
beautiful that I felt like I was sucked into the movie. The way Nolan
decided to show some scenes really remind me of 2001 A Space Odyssey
(actually many things will probably remind you of this movie). We can
feel the talent of Christopher Nolan, just by looking at the way it is
filmed. The techniques he used contribute to create that visual
environment in a believable way.The sound environment is just mesmerising. It is a very important part
of the movie, because some scenes take place in space, and Noland just
found the right way to use sound. The soundtrack (made by the great
Hans Zimmer) is breathtaking, epic, amazing, unreal. I could find a lot
more adjectives to qualify it, but you have to hear it to understand
how epic they are. These two important parts (image and sound) create a stunning
atmosphere. You will forget you are in a movie theatre, and you will be
lost in space, sucked into the adventures of this new Space Odyssey,
begging for more. It is a truly unique experience. I can say that I
have never felt something like that in a movie theatre (at least not
for the past ten years).Then, of course, the cast. First of all, Matthew McConaughey. I
discovered this actor in Tropic Thunder, but he didn't really convince
me, though he was quite funny. Then I saw Dallas Buyers Club. Since
that movie, I love him. In this movie... Well, he is the movie. I
exaggerate a bit, since there are other great actors (some even
unexpected with a special guest) who play extremely well. But he is
just what was needed to feel the human part of the story (which is very
important in Interstellar). He is capable of making us feel so many
different emotions all along the story, as a father, as a human. Anne
Hathaway was very convincing, all together the actors managed to create
some harmony, which makes the human interactions credible. Caine,
Chastaing and Affleck are a perfect choice. And then there is... The
special guest, I will call him ""X"". His role, which could be seen as a
minor role, is actually much more important than that. He proves, once
again, that he is a great actor. Watch and see.And finally, the scenario/story. I won't spoil anything here; I'll just
try to convince you how great it is. Nolan is known to revolutionise
everything when he tries a new genre in cinema. Well, once again he did
it. With The Dark Knight he revolutionised the superhero genre. With
Interstellar he's revolutionising the sci-fi genre in cinema. From what
I heard, he worked with a physicist (in gravitational physics and
astrophysics) to help him with that movie. And we can feel and see it.
During the fifties, Asimov laid the foundations of modern science
fiction. Lucas and Kubrick did the same in cinema. Today, Nolan is
laying the new foundations of the genre in cinema, proving that cinema
is still at the beginning of what can be done (brace yourselves my
friends, we have not seen anything yet). Why? Well, simply because we only know a few things about space, some
things can't be proved for the moment, so we can use theory, and make
the best of it. That is exactly what Nolan did. He used theories that
exist today, and made a movie about mankind, about pioneers, about
humanity, about us.Because, in spite of all the sci-fi aspect, it is a story about
humanity. McConaughey, Hathaway, and mainly ""X"", will managed to
convince you about that.My rating for this movie can only be a 10, because in itself, it is a
beginning for a new kind of cinema. It IS a classic. Those who say ""we
can't compare this movie to 2001 Space Odyssey, nor can we compare
Nolan to Kubrick"" are wrong. We can, and we should. Talented people
don't live only in the past, some genius live today, among us. And
Nolan is one of them. Many say that he is overrated. I truly don't
think so. Only time will answer that.This is the sci-fi movie of the decade, and probably the best movie
Nolan ever made. Just go for it, without a second thought.
"
503,7,"
Prior to watching interstellar I was told from various sources 'best
film of the year'. I prefer to not let this distract me when watching a
film and went into the cinema with an open mindset. I must admit I
found the start to be relatively slow paced (which was probably fitting
for the film) however, it did build in such a way I was anxious for it
to 'get to the good stuff'. When Mcconnaughhay first departs for space,
my first thoughts were extremely positive; this is a film which is both
visually and audibly phenomenal adding to the excitement of the
cinematic experience. The story is also good, if not slightly confusing
(and perhaps non-credible at times - particularly towards the end) but
was unpredictable all in all. On several occasions I was on the edge of
my seat biting my nails unsure of what was about to happen. I would
highly recommend this film,to all audiences, especially those with a
passion for space etc. I am,not sure it was 'film of the year' for me
however it was certainly one of the better films I saw last year. 7/10
:)
"
504,8,"
Have read some of the reviews and decided to write this review to those
who are bickering about the movie. The Movie simply is a product of
imagination and personal view of the subject matter. it doesn't have to
follow the psychics and quantum theory exactly to entertain the
audience. and fellow movie goers i like to tell this as the movie is
just a movie if you don't like it then that's it others might find it
likable. don't try to impose your own feelings and thoughts to others
from watching it. if they decide and watch the movie then that's their
choice. life doesn't reward you for everything you do. if that's your
view then make your own dystopia and produce the movies only for your
self. about the movie review. i liked the movie as it's plot to save
the human kind and it's interstellar voyages. no one has ever done it
and we don't know at best just the speculation of it from the
scientific communities. it's just imaginative and speculative case of
interstellar and what could mean if we achieve such capability.
"
505,10,"
Most Nolan fans - myself included - know that Nolan always has a
powerful opening scene that sets the tone of the movie, and a powerful
closing scene that stays in our memory a long time afterward. The
Prestige, The Dark Knight, Inception are all examples of movies that
follow that trend. Interstellar however, slowly builds up the tempo to
a powerful climax reminiscence of TDKR. What this movie has is 'heart',
a lot of it. Not since The Curious Case of Benjamin Button have I shed a tear or
two, but this movie did it. The final scenes had me leaking like a
faulty pipe. Amazing score, amazing story, amazing acting, amazing
visuals. TRUST NOLAN.
"
506,10,"
Ignore the reviews by people confused by science fiction ~ this is an
epic film in every sense. Despite the mindblowing physics on show
(courtesy of science consultant Kip Thorne, no less), Nolan never
forgets to ground the spectacle in human, emotional terms. It is wonderful to go to the cinema and to see a pure, hard SF film
where only a few tweaks have been made for the sake of drama. Like
Kubrick, Nolan knows that no space opera histrionics can compare with
the true terrible and awesome beauty of the raw universe. Like Gravity,
this makes the viewer into an explorer. Couple that with brilliant performances all round and at least one
scene that made me cry and you have that rarest creature: a hard SF
film that also knows how to play emotion. I love that Thorne was also
science consultant on Contact, which starred a young McConaughey. This
time round, he's the explorer. A tour de force from a brilliant, powerful director.
"
